edad,ingreso_mensual,antiguedad_cliente_meses,segmento_cliente,region,canal_adquisicion,limite_credito,saldo_promedio,porcentaje_utilizacion,num_transacciones_mes,pagos_atrasados_12m,reclamos_12m,tipo_producto,tipo_contrato,metodo_pago,default_12m
53,9093.66,3,Básico,Sur,App,36765.17,12835.1,0.35,15,1,1,Línea de crédito,Mensual,Transferencia,1
41,36146.01,3,Plus,Norte,App,100653.47,32830.63,0.33,19,1,0,Tarjeta,Mensual,Transferencia,1
43,24119.01,1,Básico,Centro,Sucursal,92849.04,14650.05,0.16,17,1,0,Tarjeta,Anual,Transferencia,1
35,21469.82,2,Básico,Norte,Web,68454.96,27053.41,0.4,21,1,1,Línea de crédito,Anual,Débito automático,1
43,21426.11,60,Plus,Centro,Web,78333.99,12470.15,0.16,17,1,0,Tarjeta,Anual,Débito automático,1
35,17601.6,26,Básico,Sur,App,74106.88,14973.1,0.2,18,1,1,Préstamo,Mensual,Transferencia,1
47,44831.46,8,Básico,Centro,Sucursal,125911.19,9352.25,0.07,18,1,0,Préstamo,Mensual,Transferencia,1
35,13716.37,37,Plus,Centro,Web,55623.57,30531.66,0.55,19,2,0,Préstamo,Anual,Transferencia,1
44,18889.42,16,Plus,Centro,Web,48670.81,28760.23,0.59,9,2,1,Préstamo,Anual,Transferencia,1
39,5594.01,3,Plus,Centro,App,24293.33,5894.34,0.24,18,2,0,Línea de crédito,Anual,Débito automático,1
53,8143.89,51,Básico,Centro,Web,23643.13,8869.8,0.38,23,2,0,Préstamo,Mensual,Transferencia,1
39,6499.68,9,Premium,Sur,Sucursal,26576.08,4574.63,0.17,16,1,0,Línea de crédito,Mensual,Débito automático,1
18,28693.85,28,Plus,Sur,App,75592.26,23360.93,0.31,24,1,0,Préstamo,Mensual,Débito automático,0
55,2888.45,8,Plus,Centro,App,9110.46,5518.78,0.61,24,2,1,Tarjeta,Anual,Efectivo,1
29,10494.58,16,Plus,Sur,Sucursal,39534.07,18465.58,0.47,21,0,1,Tarjeta,Anual,Efectivo,1
32,2216.7,40,Plus,Sur,Sucursal,8462.59,2014.08,0.24,20,4,1,Préstamo,Anual,Débito automático,1
32,8113.03,4,Básico,Norte,Web,31621.52,4336.97,0.14,15,1,2,Línea de crédito,Anual,Efectivo,1
56,9951.02,90,Plus,Centro,App,31860.37,7991.74,0.25,18,1,0,Tarjeta,Anual,Transferencia,0
18,30666.39,1,Plus,Sur,Web,117514.12,8005.7,0.07,22,1,0,Tarjeta,Mensual,Transferencia,1
75,16949.21,18,Básico,Sur,Sucursal,56898.56,10638.82,0.19,15,0,2,Tarjeta,Mensual,Débito automático,1
52,8104.02,59,Plus,Centro,Sucursal,29432.49,12206.61,0.41,16,0,0,Tarjeta,Anual,Débito automático,0
42,25325.78,69,Plus,Sur,App,91032.33,44129.72,0.48,21,0,1,Préstamo,Anual,Transferencia,0
39,13503.43,6,Plus,Centro,Sucursal,38299.52,4672.21,0.12,20,1,0,Préstamo,Mensual,,0
43,13664.28,3,Básico,Norte,App,57296.99,15152.54,0.26,11,1,2,Préstamo,Mensual,Transferencia,1
46,6492.46,30,Básico,Sur,Sucursal,27490.92,7189.22,0.26,16,3,0,Tarjeta,Mensual,Débito automático,1
47,7376.04,1,Básico,Sur,Web,21445.46,7855.61,0.37,18,1,0,Tarjeta,Mensual,Débito automático,1
46,8143.23,15,Plus,Centro,Web,27141.92,6513.93,0.24,26,1,1,Línea de crédito,Mensual,Transferencia,1
41,13737.39,38,Básico,Norte,Sucursal,47115.84,30600.93,0.65,18,0,1,Tarjeta,Mensual,Transferencia,0
37,13998.86,19,Básico,Sur,Web,50365.73,2735.55,0.05,19,2,1,Tarjeta,Mensual,Débito automático,1
38,33740.55,4,Premium,Centro,App,85854.35,49333.6,0.57,21,1,0,Préstamo,Anual,Débito automático,1
37,16831.93,16,Básico,Norte,Sucursal,67624.48,15535.32,0.23,18,2,0,Línea de crédito,Mensual,Efectivo,1
53,2631.9,61,Plus,Norte,App,11116.92,703.21,0.06,23,0,0,Línea de crédito,Anual,Transferencia,0
47,15639.97,23,Premium,Norte,Sucursal,43547.75,9283.81,0.21,14,2,0,Préstamo,Anual,Efectivo,1
18,5597.02,30,Plus,Centro,App,24029.46,870.22,0.04,23,1,1,Préstamo,Mensual,Efectivo,1
47,7483.21,9,Plus,Norte,Sucursal,31443.14,2987.92,0.1,21,0,0,Préstamo,Anual,Transferencia,0
42,8206.64,5,Premium,Norte,App,29416.8,10412.24,0.35,20,0,1,Tarjeta,Anual,Transferencia,1
39,8973.19,7,Premium,Sur,App,27363.43,10935.95,0.4,10,2,0,Línea de crédito,Mensual,Efectivo,1
35,5854.18,18,Plus,Sur,App,17064.8,1013.91,0.06,12,1,1,Préstamo,Mensual,Transferencia,1
53,15094.55,7,Básico,Norte,Referido,52502.64,25655.12,0.49,20,1,0,Tarjeta,Mensual,Transferencia,1
51,5730.27,18,Básico,Norte,Web,20138.52,6830.73,0.34,17,2,0,Tarjeta,Anual,Transferencia,1
30,16547.67,29,Plus,Centro,App,62942.98,35278.13,0.56,17,2,0,Línea de crédito,Anual,Débito automático,1
44,51132.86,31,Premium,Norte,Web,209812.19,13709.16,0.07,20,1,1,Tarjeta,Mensual,Débito automático,1
28,6017.24,4,Plus,Norte,Web,26289.34,875.35,0.03,17,0,0,Línea de crédito,Anual,Transferencia,0
23,11263.17,33,Plus,Centro,Referido,46095.24,9937.48,0.22,20,1,1,Préstamo,Anual,Transferencia,1
32,2939.3,26,Básico,Sur,Web,12692.15,3215.98,0.25,8,2,0,Tarjeta,Mensual,Efectivo,1
50,11152.72,1,Básico,Sur,App,39020.44,22250.76,0.57,19,1,2,Préstamo,Mensual,Débito automático,1
51,19646.02,1,Básico,Sur,App,50642.92,8925.59,0.18,22,1,0,Tarjeta,Anual,Débito automático,1
46,20586.35,24,Plus,Centro,Sucursal,53599.86,19319.89,0.36,15,0,0,Tarjeta,Anual,Transferencia,0
48,13994.48,11,Básico,Sur,Sucursal,42500.89,18398.58,0.43,24,1,1,Tarjeta,Mensual,Transferencia,1
46,22778.17,3,Básico,Centro,Web,84916.4,9533.92,0.11,21,2,0,Préstamo,Mensual,Transferencia,1
32,61551.7,1,Plus,Centro,App,195146.48,53690.49,0.28,19,1,0,Línea de crédito,Mensual,Transferencia,1
45,,4,Básico,Centro,Web,105711.34,36995.33,0.35,17,1,2,Tarjeta,Anual,Débito automático,1
49,9764.29,75,Premium,Sur,App,41019.7,7360.69,0.18,18,4,1,Tarjeta,Mensual,Transferencia,1
49,5593.37,31,Básico,Norte,Sucursal,25002.31,10246.02,0.41,13,0,2,Tarjeta,Anual,Débito automático,1
54,10470.42,18,Premium,Norte,Web,26524.53,11243.09,0.42,18,3,1,Tarjeta,Mensual,Débito automático,1
48,7568.96,68,Básico,Sur,Sucursal,20276.08,1941.23,0.1,15,2,0,Línea de crédito,Mensual,Transferencia,1
44,17514.92,23,Básico,Centro,Web,61279.07,23736.16,0.39,20,0,0,Préstamo,Anual,Débito automático,0
52,6576.67,31,Plus,Norte,Web,20883.13,8861.19,0.42,21,1,0,Línea de crédito,Mensual,Transferencia,0
39,12788.56,7,Premium,Centro,Web,51976.59,8160.47,0.16,15,0,0,Línea de crédito,Anual,Transferencia,1
29,22088.41,21,Básico,Norte,Web,84126.03,14374.48,0.17,15,2,0,Tarjeta,Mensual,Transferencia,1
38,12576.46,3,Plus,Norte,App,33164.4,6745.06,0.2,20,2,0,Préstamo,Mensual,Débito automático,1
31,7571.99,12,Premium,Norte,Web,27181.69,9931.44,0.37,18,3,3,Préstamo,Anual,Transferencia,1
31,27035.02,1,Básico,Centro,Referido,85783.89,56272.57,0.66,12,2,1,Tarjeta,Mensual,Transferencia,1
38,4326.92,5,Plus,Norte,Referido,19169.23,8982.22,0.47,18,2,1,Préstamo,Mensual,Débito automático,1
30,10974.43,1,Básico,Centro,App,37867.9,21518.66,0.57,16,0,0,Préstamo,Mensual,Efectivo,1
36,13029.93,11,Básico,Norte,App,56749.59,19013.05,0.34,21,2,0,Préstamo,Anual,Efectivo,1
18,13487.86,44,Básico,Norte,Referido,34533.63,13286.67,0.38,18,1,0,Tarjeta,Mensual,Transferencia,1
42,14887.8,11,Básico,Sur,Sucursal,40294.58,11201.69,0.28,25,1,0,Tarjeta,Mensual,Transferencia,1
40,,42,Básico,Sur,Web,63059.23,39454.48,0.63,20,1,1,Línea de crédito,Anual,Transferencia,1
30,13078.9,25,Básico,Centro,Sucursal,55898.09,24219.65,0.43,23,0,2,Tarjeta,Mensual,Efectivo,1
47,10712.48,17,Básico,Norte,Web,38449.33,12024.82,0.31,20,1,1,Tarjeta,Mensual,Transferencia,1
51,10461.39,6,Plus,Norte,App,43396.78,2865.46,0.07,15,0,2,Tarjeta,Anual,Transferencia,1
20,9256.59,61,Plus,Sur,App,28390.5,10740.58,0.38,15,3,0,Préstamo,Mensual,Transferencia,1
30,21429.55,1,Plus,Norte,Sucursal,58352.41,5626.89,0.1,25,3,0,Tarjeta,Mensual,Débito automático,1
30,9064.16,28,Básico,Sur,Web,27120.66,8092.48,0.3,22,2,1,Préstamo,Anual,Transferencia,1
28,22204.78,23,Premium,Centro,Web,84169.57,12081.84,0.14,13,0,1,Préstamo,Mensual,Débito automático,0
49,13512.89,13,Básico,Sur,Sucursal,57332.96,9044.46,0.16,17,1,0,Préstamo,Mensual,Transferencia,1
37,9771.71,6,Básico,Centro,Sucursal,33321.53,6296.02,0.19,12,2,0,Tarjeta,Mensual,Débito automático,1
36,19361.55,13,Plus,Centro,App,55901.26,28049.48,0.5,18,0,0,Tarjeta,Mensual,Transferencia,0
18,8634.56,49,Plus,Norte,App,32597.39,24452.75,0.75,20,3,0,Tarjeta,Anual,Transferencia,1
47,19592.66,43,Básico,Centro,Sucursal,56698.58,11840.72,0.21,13,1,0,Línea de crédito,Mensual,Transferencia,1
25,15178.51,68,Básico,Sur,App,55258.5,7437.04,0.13,18,1,1,Préstamo,Anual,Transferencia,1
40,9341.34,8,Plus,Norte,Web,25264.44,8623.88,0.34,10,2,1,Tarjeta,Mensual,Transferencia,1
43,18346.26,11,Plus,Centro,App,75628.23,4379.47,0.06,18,3,1,Préstamo,Mensual,Transferencia,1
56,18544.97,1,Básico,Centro,Referido,76226.01,21489.87,0.28,11,2,0,Préstamo,Mensual,Transferencia,1
24,26755.94,68,Premium,Centro,Sucursal,95853.45,72853.95,0.76,16,0,0,Tarjeta,Mensual,Débito automático,0
18,23853.55,9,Básico,Norte,App,61455.45,15637.1,0.25,24,0,1,Línea de crédito,Anual,Transferencia,0
42,17939.57,12,Plus,Sur,Web,54901.75,21958.15,0.4,17,1,0,Tarjeta,Mensual,Transferencia,1
61,6791.62,57,Básico,Centro,Sucursal,18857.42,8885.73,0.47,22,0,0,Línea de crédito,Mensual,Transferencia,0
54,,17,Básico,Sur,App,205917.21,75224.27,0.37,30,0,1,Tarjeta,Anual,Transferencia,1
42,5755.03,20,Básico,Sur,App,15558.55,2514.27,0.16,21,1,1,Préstamo,Mensual,Débito automático,1
34,23613.12,4,Plus,Norte,Web,100106.73,6325,0.06,18,2,0,Préstamo,Anual,Transferencia,1
49,17305.34,16,Básico,Norte,Sucursal,72688.11,26536.46,0.37,19,1,2,Tarjeta,Anual,Transferencia,1
28,6604.55,60,Plus,Sur,Web,18573.3,10821.39,0.58,10,1,0,Tarjeta,Mensual,Débito automático,0
45,12399.6,19,Premium,Centro,App,48231.66,3525.76,0.07,21,1,2,Tarjeta,Mensual,Débito automático,1
46,12743.14,7,Plus,Norte,App,49609.12,30910.91,0.62,15,2,1,Tarjeta,Anual,Transferencia,1
52,29241.66,1,Básico,Sur,App,96307.66,37146.21,0.39,20,3,0,Préstamo,Mensual,Débito automático,1
73,8708.14,9,Básico,Centro,App,24435.02,10137.39,0.41,16,1,2,Tarjeta,Mensual,Transferencia,1
44,11416.71,20,Básico,Centro,App,31558.23,1185.69,0.04,24,0,1,Tarjeta,Mensual,Débito automático,0
33,3289.06,1,Básico,Centro,Web,13087.03,5041.85,0.39,33,1,1,Tarjeta,Anual,Transferencia,1
39,37830,22,Premium,Sur,App,111233.62,21307.62,0.19,17,2,0,Préstamo,Mensual,Débito automático,1
18,7028.43,17,Premium,Norte,Web,26053.75,12758.77,0.49,27,2,0,Préstamo,Mensual,Transferencia,1
31,16254.85,36,Básico,Centro,App,68786.67,39912.04,0.58,18,0,1,Tarjeta,Mensual,Transferencia,0
35,12571.09,1,Básico,Centro,App,46339.55,20088.81,0.43,15,0,0,Tarjeta,Anual,Transferencia,0
33,12596.82,36,Premium,Sur,App,56029.69,22784.1,0.41,19,0,0,Tarjeta,Mensual,Débito automático,0
41,21718.45,17,Plus,Sur,Sucursal,82334.71,19007.91,0.23,17,3,0,Tarjeta,Anual,Transferencia,1
30,36415.78,11,Plus,Centro,Sucursal,113952.49,27928.9,0.25,18,4,0,Préstamo,Anual,Transferencia,1
53,,80,Básico,Centro,Web,65326.62,19578.8,0.3,18,2,0,Tarjeta,Mensual,Débito automático,1
40,19792.27,4,Básico,Centro,App,61788,6169.15,0.1,25,1,2,Tarjeta,Mensual,Débito automático,1
39,16274.18,18,Premium,Centro,Web,72308.46,8421.28,0.12,20,1,0,Línea de crédito,Anual,Débito automático,1
36,24600.42,9,Básico,Sur,App,85005.87,29277.42,0.34,18,2,0,Línea de crédito,Anual,Transferencia,1
41,10119.81,17,Plus,Centro,App,44592.88,7031.06,0.16,12,0,1,Línea de crédito,Anual,Transferencia,1
49,25469.43,19,Básico,Sur,Web,73025.87,8063.3,0.11,21,2,0,Tarjeta,Anual,Transferencia,1
29,26011.65,2,Premium,Sur,App,65622.12,16973.91,0.26,17,0,0,Tarjeta,Anual,Débito automático,1
32,25578.88,25,Plus,Norte,Sucursal,73980.83,33420.33,0.45,14,1,1,Préstamo,Anual,Débito automático,1
36,8990.39,24,Básico,Sur,Sucursal,24244.71,8264.16,0.34,18,2,0,Línea de crédito,Anual,Débito automático,1
23,12076.27,35,Básico,Norte,Sucursal,47917.57,8800.19,0.18,15,2,0,Préstamo,Mensual,Transferencia,1
30,15424,2,Plus,Centro,Sucursal,46720.71,8625.61,0.18,14,0,0,Tarjeta,Anual,Débito automático,0
34,5869.32,8,Básico,Centro,App,22179.87,7976.19,0.36,11,0,0,Préstamo,Anual,Débito automático,0
50,34785.37,25,Plus,Sur,Sucursal,133482.38,35483.9,0.27,15,1,0,Tarjeta,Mensual,Débito automático,1
43,13261.68,3,Básico,Norte,Web,51408.79,11903.17,0.23,12,0,0,Tarjeta,Mensual,Efectivo,0
42,15841,27,Básico,Sur,Web,65981.19,32826.67,0.5,16,3,1,Tarjeta,Mensual,Débito automático,1
50,9450.26,1,Plus,Sur,Web,26441.18,11931.13,0.45,17,0,1,Línea de crédito,Mensual,Transferencia,0
38,6026.21,9,Plus,Norte,Web,15673.74,2944.55,0.19,20,2,0,Tarjeta,Anual,Débito automático,1
44,9298.26,45,Básico,Sur,App,23798.05,12487.47,0.52,23,4,0,Préstamo,Anual,Débito automático,1
38,15237.62,35,Básico,Norte,Web,41257.07,21700.95,0.53,14,0,2,Tarjeta,Anual,Transferencia,1
43,20011.4,24,Plus,Norte,Referido,65204.56,38511.21,0.59,15,2,0,Tarjeta,Mensual,Transferencia,1
33,14721.66,49,Plus,Sur,Sucursal,65286.89,17164.8,0.26,22,1,1,Tarjeta,Mensual,Transferencia,0
18,,29,Básico,Centro,Referido,52743.66,27522.02,0.52,19,1,1,Tarjeta,Mensual,Transferencia,1
38,10913.81,17,Básico,Centro,Sucursal,37170.75,10383.63,0.28,21,2,0,Préstamo,Mensual,Transferencia,1
57,17993.2,93,Básico,Centro,Referido,74290.2,18538.24,0.25,20,0,2,Tarjeta,Anual,Débito automático,0
51,32522.9,28,Plus,Norte,App,141058.19,80030.03,0.57,15,0,0,Línea de crédito,Mensual,Transferencia,0
51,20391.5,22,Plus,Centro,App,90597.07,12696.14,0.14,13,0,0,Línea de crédito,Mensual,Transferencia,0
54,,12,Básico,Norte,Web,90177.26,25880.38,0.29,16,3,0,Tarjeta,Anual,Transferencia,1
41,15937.18,55,Plus,Norte,App,55860.32,7533.89,0.13,11,1,1,Tarjeta,Mensual,Débito automático,1
42,,8,Básico,Sur,Sucursal,16041.63,7390.76,0.46,17,2,0,Tarjeta,Mensual,Débito automático,1
32,7138.09,1,Plus,Sur,App,26387.61,9073.71,0.34,19,1,1,Tarjeta,Anual,Débito automático,1
36,17552.04,5,Básico,Centro,Web,50788.41,23815.13,0.47,15,0,0,Tarjeta,Anual,Efectivo,0
47,13272.33,2,Plus,Norte,App,34660.01,21738.22,0.63,26,1,0,Tarjeta,Mensual,Transferencia,1
54,17394.44,9,Plus,Centro,Web,75469.38,9904.64,0.13,11,1,1,Tarjeta,Mensual,Transferencia,1
38,36528.72,41,Plus,Sur,Sucursal,126739.34,35224.51,0.28,21,0,1,Tarjeta,Anual,Transferencia,0
34,20653.12,25,Premium,Norte,App,72626.29,22779.14,0.31,17,1,0,Préstamo,Mensual,Transferencia,1
40,28433.74,4,Plus,Norte,Sucursal,105729.1,11023.13,0.1,22,0,0,Tarjeta,Mensual,Transferencia,0
47,14140.65,37,Plus,Sur,Referido,48118.04,10488.01,0.22,18,1,1,Tarjeta,Mensual,Transferencia,1
22,8231.06,16,Básico,Centro,Web,27893.93,4246.06,0.15,24,3,0,Tarjeta,Mensual,Transferencia,1
18,12903.84,17,Básico,Norte,Referido,55877.38,30290.31,0.54,24,1,0,Tarjeta,Anual,Transferencia,0
33,8243.24,10,Premium,Norte,Referido,34070.08,15663.78,0.46,15,3,0,Tarjeta,Mensual,Débito automático,1
25,34029.29,47,Premium,Sur,App,99541.96,19785.25,0.2,22,5,2,Tarjeta,Mensual,Débito automático,1
33,21466.19,9,Plus,Centro,Sucursal,66192.2,14892.27,0.22,16,1,1,Tarjeta,Anual,Transferencia,1
38,18257.07,2,Básico,Norte,Web,69764.73,10450.58,0.15,19,0,0,Préstamo,Anual,Transferencia,1
34,28045.01,8,Premium,Sur,Referido,102145.07,49657.07,0.49,26,1,2,Tarjeta,Mensual,Débito automático,1
57,3975.74,30,Básico,Sur,App,16031.45,3797.75,0.24,17,1,0,Tarjeta,Anual,Transferencia,1
43,19013.09,25,Básico,Norte,Referido,75201.8,26726.6,0.36,17,3,0,Línea de crédito,Anual,Transferencia,1
43,6085.19,4,Plus,Centro,App,23836.25,10260.95,0.43,19,1,1,Préstamo,Mensual,Débito automático,1
47,13301.69,2,Básico,Norte,Sucursal,56671.01,163125.32,0.49,16,0,13,Tarjeta,Anual,Transferencia,1
26,,25,Básico,Centro,App,44690.32,8956.99,0.2,22,0,1,Línea de crédito,Anual,Transferencia,0
52,19871.5,27,Plus,Norte,App,59330.24,15294.13,0.26,21,3,0,Línea de crédito,Mensual,Transferencia,1
39,15319.97,10,Básico,Centro,Referido,65043.6,11114.44,0.17,14,1,1,Línea de crédito,Mensual,Débito automático,1
48,29943.58,44,Premium,Centro,App,94953.03,28460.25,0.3,17,1,1,Tarjeta,Mensual,Transferencia,1
27,9310.16,91,Premium,Centro,Sucursal,40236.55,13196.59,0.33,24,0,1,Línea de crédito,Anual,Transferencia,0
21,20444.49,5,Plus,Centro,App,84814.78,21507.8,0.25,22,1,0,Tarjeta,Mensual,Efectivo,1
49,14725.47,20,Premium,Norte,Referido,38995.56,9027.03,0.23,19,1,0,Tarjeta,Mensual,Débito automático,0
44,5008.17,1,Plus,Sur,Sucursal,20245.83,2495.28,0.12,15,0,0,Préstamo,Mensual,Efectivo,0
29,7698.88,29,Plus,Norte,Web,26947.84,6574.86,0.24,14,0,0,Tarjeta,Anual,Efectivo,0
29,12210.76,12,Plus,Centro,Sucursal,54389.5,12413.43,0.23,15,0,0,Préstamo,Anual,Débito automático,1
53,26039.65,5,Básico,Norte,Web,88973.25,2125.53,0.02,20,1,0,Préstamo,Mensual,Efectivo,0
25,17645.46,33,Básico,Centro,Sucursal,46478.42,19098.49,0.41,16,1,1,Tarjeta,Anual,Transferencia,1
59,6630.92,39,Plus,Norte,Web,20464.84,1295.36,0.06,15,3,2,Tarjeta,Mensual,Débito automático,1
29,12281.02,2,Plus,Norte,App,41269.37,19610.02,0.48,17,1,0,Tarjeta,Mensual,Transferencia,1
47,44832.29,1,Plus,Centro,Sucursal,165154.77,61182.56,0.37,19,3,0,Tarjeta,Anual,,1
36,14281.7,9,Plus,Norte,App,40048.9,19125.83,0.48,17,2,0,Tarjeta,Mensual,Efectivo,1
47,10977.52,23,Plus,Centro,App,38752.45,18728.67,0.48,17,0,0,Línea de crédito,Mensual,Débito automático,0
33,17944.59,37,Plus,Norte,Sucursal,62212.91,11145.9,0.18,18,1,0,Tarjeta,Mensual,Efectivo,0
38,21121.27,18,Básico,Norte,App,88145.92,6804.69,0.08,18,2,0,Préstamo,Anual,Transferencia,1
40,10160.87,20,Básico,Sur,App,31547.52,11546.62,0.37,12,4,2,Tarjeta,Mensual,Débito automático,1
27,18061.63,38,Plus,Norte,Web,61392.1,29268.21,0.48,18,2,0,Línea de crédito,Mensual,Transferencia,1
48,10967.22,18,Básico,Norte,App,35942.06,7727.14,0.21,13,1,0,Tarjeta,Anual,Transferencia,1
33,20570.16,22,Premium,Norte,Web,77435.59,19891.43,0.26,13,2,0,Línea de crédito,Mensual,Transferencia,1
37,14791.62,17,Plus,Norte,App,61716.22,17311,0.28,24,3,0,Tarjeta,Mensual,Transferencia,1
28,17839.68,50,Plus,Norte,Web,68705.05,10375.48,0.15,19,0,0,Tarjeta,Mensual,Débito automático,0
18,8471.73,6,Premium,Norte,Sucursal,29058.86,2020.95,0.07,14,3,1,Tarjeta,Anual,Transferencia,1
37,8161.87,7,Plus,Norte,Web,30816.43,13036.06,0.42,29,2,0,Tarjeta,Mensual,Efectivo,1
68,23559.83,3,Básico,Sur,Web,74083.6,19055.5,0.26,13,0,0,Tarjeta,Anual,Débito automático,1
49,12738.22,41,Plus,Norte,App,35516.7,8711.76,0.25,14,2,1,Tarjeta,Mensual,Transferencia,1
39,15851.52,12,Básico,Sur,Web,49764.84,17025.57,0.34,25,1,0,Tarjeta,Anual,Efectivo,1
36,11116.24,10,Básico,Sur,Web,37654.93,8698.1,0.23,21,1,1,Tarjeta,Anual,Débito automático,1
40,22907.88,95,Básico,Norte,Sucursal,77394.94,1674.53,0.02,19,2,2,Préstamo,Mensual,Transferencia,1
46,9277.19,62,Plus,Norte,App,36878.71,17502.12,0.47,15,0,1,Tarjeta,Anual,Transferencia,1
25,12315.81,85,Plus,Norte,Web,53853.24,5287.1,0.1,22,1,0,Línea de crédito,Mensual,Débito automático,0
53,21409.62,3,Básico,Centro,Web,70179,52556.95,0.75,24,0,0,Préstamo,Mensual,Transferencia,1
48,27005.09,53,Básico,Centro,App,72181.82,40978.61,0.57,12,1,2,Tarjeta,Mensual,Transferencia,0
48,9757.04,9,Plus,Centro,Sucursal,25044.63,4733.55,0.19,16,1,0,Tarjeta,Mensual,Débito automático,1
45,43295.78,1,Básico,Centro,App,108581.72,22260.01,0.21,26,1,0,Préstamo,Mensual,Transferencia,1
40,16122.08,11,Básico,Norte,Web,70553.45,14294.45,0.2,26,1,0,Préstamo,Mensual,Transferencia,1
48,7145.54,17,Plus,Sur,App,32092.51,4136.72,0.13,21,0,1,Línea de crédito,Mensual,Débito automático,1
47,16671.09,2,Básico,Centro,Referido,43390.98,12473.57,0.29,20,2,0,Préstamo,Anual,Transferencia,1
35,10616.88,18,Básico,Sur,App,34148.32,6694.03,0.2,6,1,0,Tarjeta,Mensual,Transferencia,1
33,17334.28,41,Básico,Centro,Web,66540.92,25759,0.39,26,1,1,Línea de crédito,Mensual,Débito automático,1
41,13020.58,11,Plus,Norte,App,37211.39,1846.79,0.05,22,2,3,Préstamo,Mensual,Efectivo,1
58,13968.56,10,Plus,Sur,Sucursal,51528.26,13744.8,0.27,21,1,0,Tarjeta,Anual,Transferencia,1
25,7731.39,9,Premium,Centro,Web,31909.26,1566.15,0.05,15,1,1,Tarjeta,Mensual,Transferencia,1
22,24198.28,61,Plus,Sur,App,102024.12,39067.4,0.38,17,1,0,Préstamo,Anual,Transferencia,0
41,6676.33,1,Básico,Centro,Sucursal,26123.42,9603.83,0.37,20,3,0,Préstamo,Mensual,Transferencia,1
40,6868.78,14,Básico,Sur,Web,18295.18,3783.73,0.21,15,1,0,Préstamo,Mensual,Transferencia,1
42,16654.17,7,Básico,Sur,Referido,53239.93,34146.86,0.64,11,1,2,Tarjeta,Anual,Efectivo,1
42,34951.15,53,Plus,Centro,App,154997.34,28464.23,0.18,16,0,0,Tarjeta,Anual,Transferencia,0
37,10812.35,2,Plus,Norte,App,31199.14,10124.73,0.32,15,0,0,Préstamo,Anual,Transferencia,1
57,20344.86,12,Plus,Centro,Referido,69332.26,8997.79,0.13,20,2,0,Tarjeta,Mensual,Débito automático,1
20,25438.12,12,Básico,Sur,Web,80596.97,37105.91,0.46,18,1,0,Tarjeta,Anual,Débito automático,0
30,21781.38,52,Básico,Centro,Sucursal,63407.26,13028.39,0.21,20,1,1,Tarjeta,Anual,Débito automático,0
38,11084.19,5,Básico,Sur,Sucursal,34882.75,10343.16,0.3,13,2,2,Tarjeta,Anual,,1
20,6942.19,24,Plus,Centro,App,19986.81,5911.14,0.3,19,3,2,Préstamo,Anual,Transferencia,1
37,3552.73,3,Básico,Sur,Web,15115.11,3947.32,0.26,12,1,0,Tarjeta,Mensual,Efectivo,1
59,11410.57,73,Plus,Norte,App,32507.43,10463.41,0.32,24,2,0,Tarjeta,Mensual,Efectivo,1
40,,21,Básico,Centro,Web,101501.77,26898.99,0.27,15,1,0,Tarjeta,Anual,Transferencia,0
42,6805.6,23,Plus,Centro,App,29840.03,15673.55,0.53,13,0,1,Línea de crédito,Anual,Transferencia,1
24,,13,Básico,Centro,Sucursal,89584.03,10697.53,0.12,21,1,0,Préstamo,Mensual,Débito automático,1
32,7554.57,10,Básico,Norte,App,27958.34,3195.26,0.11,18,2,0,Línea de crédito,Anual,Transferencia,1
35,14237.63,5,Básico,Sur,App,43307.9,14064.02,0.32,15,0,1,Tarjeta,Anual,Débito automático,1
36,20428.27,22,Básico,Sur,Web,61198.92,15043.06,0.25,24,0,0,Tarjeta,Mensual,Débito automático,0
55,,74,Básico,Sur,Web,35930.14,11969.89,0.33,19,2,1,Tarjeta,Anual,Transferencia,1
46,14798.64,10,Plus,Norte,Sucursal,66022.89,4960.43,0.08,8,2,1,Préstamo,Anual,Transferencia,1
26,10414.4,51,Básico,Norte,Web,27652.22,6579.89,0.24,17,2,1,Préstamo,Anual,Transferencia,1
42,20395.9,3,Básico,Centro,Web,83193.6,34756.16,0.42,17,1,1,Línea de crédito,Mensual,Transferencia,1
45,15385.65,66,Plus,Sur,Referido,42248.54,8659.84,0.2,18,1,0,Préstamo,Mensual,Débito automático,1
53,13820.45,10,Plus,Norte,App,42793.23,11555.61,0.27,18,1,0,Tarjeta,Mensual,Débito automático,1
58,34030.42,11,Básico,Centro,App,123640.92,26735.87,0.22,16,1,2,Tarjeta,Anual,Débito automático,1
27,19878.29,14,Plus,Centro,Web,61512.38,27092.4,0.44,28,1,1,Préstamo,Mensual,Transferencia,1
30,8828.93,30,Plus,Sur,Web,33554.54,9374.26,0.28,17,1,1,Préstamo,Mensual,Transferencia,0
24,12688.88,30,Básico,Centro,App,42309.71,3109.49,0.07,16,4,0,Tarjeta,Mensual,Transferencia,1
37,12764.98,15,Plus,Centro,App,37506.41,9513.93,0.25,20,1,0,Tarjeta,Mensual,Efectivo,0
45,14019.32,17,Básico,Norte,Referido,49934.88,11067.17,0.22,17,2,0,Tarjeta,Anual,Débito automático,1
